['DUKE', 'VIRGINIA-COMMONWEALTH'],
['LIBERTY', 'VIRGINIA-TECH'],
['MARYLAND', 'LOUISIANA-STATE'],
['LOUISVILLE', 'MICHIGAN-STATE'],
['GONZAGA', 'SYRACUSE'],
['MARQUETTE', 'VERMONT'],
['ARIZONA-STATE', 'TEXAS-TECH'],
['FLORIDA', 'MICHIGAN'],
['VIRGINIA', 'MISSISSIPPI'],
['OREGON', ''KANSAS-STATE],
['SAINT-MARYS-CA', 'OLD-DOMINION'],
['CINCINNATI', 'TENNESSEE'],
['NORTH-CAROLINA-CENTRAL', 'UTAH-STATE'],
['NEW-MEXICO-STATE', 'KANSAS'],
['OHIO-STATE', 'HOUSTON'],
['WOFFORD', 'KENTUCKY']
