['DUKE', 'VIRGINIA-TECH'],
['MARYLAND', 'MICHIGAN-STATE'],
['SYRACUSE', 'MARQUETTE'],
['TEXAS-TECH', 'MICHIGAN'],
['VIRGINIA', 'OREGON'],
['OLD-DOMINION', 'CINCINNATI'],
['NORTH-CAROLINA', 'KANSAS'],
['OHIO-STATE', 'KENTUCKY']
